Protein,Log2Intensity,Run,Condition,BioReplicate,Intensity
sp|P32316|ACH1_YEAST,24.36958593,JD_06232014_sample3_C.raw,Condition3,3,21675860.47
sp|P32316|ACH1_YEAST,24.57674585,JD_06232014_sample4_B.raw,Condition4,4,25022903.25
sp|P32316|ACH1_YEAST,24.33685306,JD_06232014_sample4_C.raw,Condition4,4,21189600.61
sp|P32316|ACH1_YEAST,24.77651968,JD_06232014_sample4-A.raw,Condition4,4,28739262.01
sp|P32317|AFG1_YEAST,23.44206844,JD_06232014_sample1_B.raw,Condition1,1,11396349.53
sp|P32317|AFG1_YEAST,23.33015771,JD_06232014_sample1_C.raw,Condition1,1,10545745.21
sp|P32317|AFG1_YEAST,23.48277764,JD_06232014_sample1-A.raw,Condition1,1,11722505.66
sp|P32317|AFG1_YEAST,23.52054962,JD_06232014_sample2_A.raw,Condition2,2,12033471.95
sp|P32317|AFG1_YEAST,23.332901,JD_06232014_sample2_B.raw,Condition2,2,10565817.06
sp|P32317|AFG1_YEAST,23.4998447,JD_06232014_sample2_C.raw,Condition2,2,11862006.24
sp|P32317|AFG1_YEAST,23.58268796,JD_06232014_sample3_A.raw,Condition3,3,12563089.52
sp|P32317|AFG1_YEAST,23.46722882,JD_06232014_sample3_B.raw,Condition3,3,11596843.33
sp|P32317|AFG1_YEAST,23.4919756,JD_06232014_sample3_C.raw,Condition3,3,11797481.72
sp|P32317|AFG1_YEAST,23.47350798,JD_06232014_sample4_B.raw,Condition4,4,11647427.22
sp|P32317|AFG1_YEAST,23.31394034,JD_06232014_sample4_C.raw,Condition4,4,10427864.02
sp|P32317|AFG1_YEAST,23.58313795,JD_06232014_sample4-A.raw,Condition4,4,12567008.67
sp|P32319|VPS10_YEAST,24.93337753,JD_06232014_sample1_B.raw,Condition1,1,32040149.2
sp|P32319|VPS10_YEAST,24.85492403,JD_06232014_sample1_C.raw,Condition1,1,30344338.4
sp|P32319|VPS10_YEAST,24.96064052,JD_06232014_sample1-A.raw,Condition1,1,32651377.46
sp|P32319|VPS10_YEAST,25.00879497,JD_06232014_sample2_A.raw,Condition2,2,33759611.59
sp|P32319|VPS10_YEAST,24.92002882,JD_06232014_sample2_B.raw,Condition2,2,31745061.12
sp|P32319|VPS10_YEAST,24.91144999,JD_06232014_sample2_C.raw,Condition2,2,31556852.69
sp|P32319|VPS10_YEAST,24.86090625,JD_06232014_sample3_A.raw,Condition3,3,30470424.22
sp|P32319|VPS10_YEAST,24.85143384,JD_06232014_sample3_B.raw,Condition3,3,30271017.64
sp|P32319|VPS10_YEAST,24.91301975,JD_06232014_sample3_C.raw,Condition3,3,31591207.59
sp|P32319|VPS10_YEAST,24.89443357,JD_06232014_sample4_B.raw,Condition4,4,31186829.76
sp|P32319|VPS10_YEAST,24.77894033,JD_06232014_sample4_C.raw,Condition4,4,28787523.14
sp|P32319|VPS10_YEAST,25.05749962,JD_06232014_sample4-A.raw,Condition4,4,34918775.19
sp|P32324|EF2_YEAST,28.82644895,JD_06232014_sample1_B.raw,Condition1,1,476020660.3
sp|P32324|EF2_YEAST,28.75172458,JD_06232014_sample1_C.raw,Condition1,1,451992809.2
sp|P32324|EF2_YEAST,28.78422918,JD_06232014_sample1-A.raw,Condition1,1,462292007.7
sp|P32324|EF2_YEAST,28.82601271,JD_06232014_sample2_A.raw,Condition2,2,475876743.6
sp|P32324|EF2_YEAST,28.85144805,JD_06232014_sample2_B.raw,Condition2,2,484341052.7
sp|P32324|EF2_YEAST,28.78547524,JD_06232014_sample2_C.raw,Condition2,2,462691463.2
sp|P32324|EF2_YEAST,28.78313314,JD_06232014_sample3_A.raw,Condition3,3,461940930
sp|P32324|EF2_YEAST,28.82870878,JD_06232014_sample3_B.raw,Condition3,3,476766880.9
sp|P32324|EF2_YEAST,28.77405924,JD_06232014_sample3_C.raw,Condition3,3,459044647.9
sp|P32324|EF2_YEAST,28.81977866,JD_06232014_sample4_B.raw,Condition4,4,473824862.3
sp|P32324|EF2_YEAST,28.76105898,JD_06232014_sample4_C.raw,Condition4,4,454926735
sp|P32324|EF2_YEAST,28.83617554,JD_06232014_sample4-A.raw,Condition4,4,479240814.7
sp|P32327|PYC2_YEAST,25.80176434,JD_06232014_sample1_B.raw,Condition1,1,58493149.67
sp|P32327|PYC2_YEAST,25.72302741,JD_06232014_sample1_C.raw,Condition1,1,55386360.7
sp|P32327|PYC2_YEAST,25.65765815,JD_06232014_sample1-A.raw,Condition1,1,52932782.21
sp|P32327|PYC2_YEAST,25.58797424,JD_06232014_sample2_A.raw,Condition2,2,50436829.02
sp|P32327|PYC2_YEAST,25.79354436,JD_06232014_sample2_B.raw,Condition2,2,58160823.47
sp|P32327|PYC2_YEAST,25.72289882,JD_06232014_sample2_C.raw,Condition2,2,55381424.24
sp|P32327|PYC2_YEAST,25.34512476,JD_06232014_sample3_A.raw,Condition3,3,42622880.51
sp|P32327|PYC2_YEAST,25.74111122,JD_06232014_sample3_B.raw,Condition3,3,56084983.82
sp|P32327|PYC2_YEAST,25.63574631,JD_06232014_sample3_C.raw,Condition3,3,52134906.68
sp|P32327|PYC2_YEAST,25.59684167,JD_06232014_sample4_B.raw,Condition4,4,50747790.34
sp|P32327|PYC2_YEAST,25.68539911,JD_06232014_sample4_C.raw,Condition4,4,53960452.48
sp|P32327|PYC2_YEAST,25.4693295,JD_06232014_sample4-A.raw,Condition4,4,46454966.26
sp|P32331|YMC1_YEAST,22.37837752,JD_06232014_sample1_B.raw,Condition1,1,5452088.387
sp|P32331|YMC1_YEAST,22.65757949,JD_06232014_sample1_C.raw,Condition1,1,6616237.03
sp|P32331|YMC1_YEAST,22.59710932,JD_06232014_sample1-A.raw,Condition1,1,6344650.748
sp|P32331|YMC1_YEAST,21.92184264,JD_06232014_sample2_A.raw,Condition2,2,3973124.69
sp|P32331|YMC1_YEAST,22.48353428,JD_06232014_sample2_B.raw,Condition2,2,5864327.646
sp|P32331|YMC1_YEAST,22.6929118,JD_06232014_sample2_C.raw,Condition2,2,6780272.378
sp|P32331|YMC1_YEAST,22.51039481,JD_06232014_sample3_A.raw,Condition3,3,5974534.208
sp|P32331|YMC1_YEAST,22.44641865,JD_06232014_sample3_B.raw,Condition3,3,5715382.608
sp|P32331|YMC1_YEAST,22.83943879,JD_06232014_sample3_C.raw,Condition3,3,7505094.412
sp|P32331|YMC1_YEAST,22.39785681,JD_06232014_sample4_B.raw,Condition4,4,5526201.78
sp|P32331|YMC1_YEAST,22.62332559,JD_06232014_sample4_C.raw,Condition4,4,6460997.965
sp|P32331|YMC1_YEAST,21.75347802,JD_06232014_sample4-A.raw,Condition4,4,3535488.216
sp|P32332|OAC1_YEAST,26.26155719,JD_06232014_sample1_B.raw,Condition1,1,80448221.43
sp|P32332|OAC1_YEAST,25.9745526,JD_06232014_sample1_C.raw,Condition1,1,65935523.18
sp|P32332|OAC1_YEAST,26.12832425,JD_06232014_sample1-A.raw,Condition1,1,73351556.8
sp|P32332|OAC1_YEAST,26.33613039,JD_06232014_sample2_A.raw,Condition2,2,84715956.19
sp|P32332|OAC1_YEAST,26.23621432,JD_06232014_sample2_B.raw,Condition2,2,79047380.55
sp|P32332|OAC1_YEAST,26.02994874,JD_06232014_sample2_C.raw,Condition2,2,68516529.4
sp|P32332|OAC1_YEAST,26.03328843,JD_06232014_sample3_A.raw,Condition3,3,68675321.81
sp|P32332|OAC1_YEAST,26.10070733,JD_06232014_sample3_B.raw,Condition3,3,71960772.09
sp|P32332|OAC1_YEAST,26.01675276,JD_06232014_sample3_C.raw,Condition3,3,67892682.84
sp|P32332|OAC1_YEAST,26.05520077,JD_06232014_sample4_B.raw,Condition4,4,69726356.94
sp|P32332|OAC1_YEAST,26.03996844,JD_06232014_sample4_C.raw,Condition4,4,68994041.66
sp|P32332|OAC1_YEAST,26.28852637,JD_06232014_sample4-A.raw,Condition4,4,81966233.55
sp|P32333|MOT1_YEAST,23.9118055,JD_06232014_sample1_B.raw,Condition1,1,15782314.95
sp|P32333|MOT1_YEAST,23.79848239,JD_06232014_sample1_C.raw,Condition1,1,14590059.09
sp|P32333|MOT1_YEAST,23.91771471,JD_06232014_sample1-A.raw,Condition1,1,15847091.13
sp|P32333|MOT1_YEAST,24.021784,JD_06232014_sample2_A.raw,Condition2,2,17032466.11
sp|P32333|MOT1_YEAST,23.68198095,JD_06232014_sample2_B.raw,Condition2,2,13458188.99
sp|P32333|MOT1_YEAST,23.75872226,JD_06232014_sample2_C.raw,Condition2,2,14193452.83
sp|P32333|MOT1_YEAST,23.96745835,JD_06232014_sample3_A.raw,Condition3,3,16403022.6
sp|P32333|MOT1_YEAST,23.80815897,JD_06232014_sample3_B.raw,Condition3,3,14688247.83
sp|P32333|MOT1_YEAST,23.69461649,JD_06232014_sample3_C.raw,Condition3,3,13576577.38
sp|P32333|MOT1_YEAST,23.80365893,JD_06232014_sample4_B.raw,Condition4,4,14642503.77
sp|P32333|MOT1_YEAST,23.68768103,JD_06232014_sample4_C.raw,Condition4,4,13511467.4
sp|P32333|MOT1_YEAST,23.92195276,JD_06232014_sample4-A.raw,Condition4,4,15893711.87
sp|P32335|MSS51_YEAST,24.31246953,JD_06232014_sample1_B.raw,Condition1,1,20834476.72
sp|P32335|MSS51_YEAST,24.12560553,JD_06232014_sample1_C.raw,Condition1,1,18303364.48
sp|P32335|MSS51_YEAST,24.23681142,JD_06232014_sample1-A.raw,Condition1,1,19770025.83
sp|P32335|MSS51_YEAST,24.37684868,JD_06232014_sample2_A.raw,Condition2,2,21785255.23
sp|P32335|MSS51_YEAST,24.33891768,JD_06232014_sample2_B.raw,Condition2,2,21219946.45
sp|P32335|MSS51_YEAST,24.27141997,JD_06232014_sample2_C.raw,Condition2,2,20250019.62
sp|P32335|MSS51_YEAST,24.33161354,JD_06232014_sample3_A.raw,Condition3,3,21112784.67
sp|P32335|MSS51_YEAST,24.31235825,JD_06232014_sample3_B.raw,Condition3,3,20832869.75
sp|P32335|MSS51_YEAST,24.09891184,JD_06232014_sample3_C.raw,Condition3,3,17967817.46
sp|P32335|MSS51_YEAST,24.24849894,JD_06232014_sample4_B.raw,Condition4,4,19930836.7
sp|P32335|MSS51_YEAST,24.15141851,JD_06232014_sample4_C.raw,Condition4,4,18633799.12
sp|P32335|MSS51_YEAST,24.52841506,JD_06232014_sample4-A.raw,Condition4,4,24198512.99
sp|P32337|IMB3_YEAST,25.54543123,JD_06232014_sample1_B.raw,Condition1,1,48971234.53
sp|P32337|IMB3_YEAST,25.46031986,JD_06232014_sample1_C.raw,Condition1,1,46165758.68
sp|P32337|IMB3_YEAST,25.58304555,JD_06232014_sample1-A.raw,Condition1,1,50264815.29
sp|P32337|IMB3_YEAST,25.34822395,JD_06232014_sample2_A.raw,Condition2,2,42714541.18
sp|P32337|IMB3_YEAST,25.53797505,JD_06232014_sample2_B.raw,Condition2,2,48718792.82
sp|P32337|IMB3_YEAST,25.61237383,JD_06232014_sample2_C.raw,Condition2,2,51297096.38
sp|P32337|IMB3_YEAST,25.7202249,JD_06232014_sample3_A.raw,Condition3,3,55278874.26
sp|P32337|IMB3_YEAST,25.80925891,JD_06232014_sample3_B.raw,Condition3,3,58797802.86
sp|P32337|IMB3_YEAST,25.64728491,JD_06232014_sample3_C.raw,Condition3,3,52553550.88
sp|P32337|IMB3_YEAST,25.54866874,JD_06232014_sample4_B.raw,Condition4,4,49081252.85
sp|P32337|IMB3_YEAST,25.56494644,JD_06232014_sample4_C.raw,Condition4,4,49638164.73
sp|P32337|IMB3_YEAST,25.34693726,JD_06232014_sample4-A.raw,Condition4,4,42676462.54
sp|P32340|NDI1_YEAST,24.52203106,JD_06232014_sample1_B.raw,Condition1,1,24091669.89
sp|P32340|NDI1_YEAST,24.49670138,JD_06232014_sample1_C.raw,Condition1,1,23672379.26
sp|P32340|NDI1_YEAST,24.58628215,JD_06232014_sample1-A.raw,Condition1,1,25188853.99
sp|P32340|NDI1_YEAST,24.53141756,JD_06232014_sample2_A.raw,Condition2,2,24248926.76
sp|P32340|NDI1_YEAST,24.46576517,JD_06232014_sample2_B.raw,Condition2,2,23170168.02
sp|P32340|NDI1_YEAST,24.44989169,JD_06232014_sample2_C.raw,Condition2,2,22916631.93
sp|P32340|NDI1_YEAST,24.62340108,JD_06232014_sample3_A.raw,Condition3,3,25845344.2
sp|P32340|NDI1_YEAST,24.45145969,JD_06232014_sample3_B.raw,Condition3,3,22941552.52
sp|P32340|NDI1_YEAST,24.54680408,JD_06232014_sample3_C.raw,Condition3,3,24508928.55
sp|P32340|NDI1_YEAST,24.58018006,JD_06232014_sample4_B.raw,Condition4,4,25082539.04
sp|P32340|NDI1_YEAST,24.38231394,JD_06232014_sample4_C.raw,Condition4,4,21867939.3
sp|P32340|NDI1_YEAST,24.54621555,JD_06232014_sample4-A.raw,Condition4,4,24498932.47
sp|P32341|VPH2_YEAST,22.80963665,JD_06232014_sample1_B.raw,Condition1,1,7351649.983
sp|P32341|VPH2_YEAST,22.69200701,JD_06232014_sample1_C.raw,Condition1,1,6776021.445
sp|P32341|VPH2_YEAST,22.28723427,JD_06232014_sample1-A.raw,Condition1,1,5118303.512
sp|P32341|VPH2_YEAST,21.45943408,JD_06232014_sample2_A.raw,Condition2,2,2883588.92
sp|P32341|VPH2_YEAST,22.27427643,JD_06232014_sample2_B.raw,Condition2,2,5072538.327
sp|P32341|VPH2_YEAST,23.03772635,JD_06232014_sample2_C.raw,Condition2,2,8610862.676
sp|P32341|VPH2_YEAST,22.2401965,JD_06232014_sample3_A.raw,Condition3,3,4954116.966
sp|P32341|VPH2_YEAST,22.7102955,JD_06232014_sample3_B.raw,Condition3,3,6862465.212
sp|P32341|VPH2_YEAST,23.13907172,JD_06232014_sample3_C.raw,Condition3,3,9237504.427
sp|P32341|VPH2_YEAST,21.38545988,JD_06232014_sample4_B.raw,Condition4,4,2739459.568
sp|P32341|VPH2_YEAST,22.04078172,JD_06232014_sample4_C.raw,Condition4,4,4314559.133
sp|P32341|VPH2_YEAST,22.2970616,JD_06232014_sample4-A.raw,Condition4,4,5153287.316
sp|P32342|SRP21_YEAST,27.96316803,JD_06232014_sample1_B.raw,Condition1,1,261669045.9
sp|P32342|SRP21_YEAST,27.91024194,JD_06232014_sample1_C.raw,Condition1,1,252243515.3
sp|P32342|SRP21_YEAST,28.14002436,JD_06232014_sample1-A.raw,Condition1,1,295795396.7
sp|P32342|SRP21_YEAST,27.76908813,JD_06232014_sample2_A.raw,Condition2,2,228732817.4
sp|P32342|SRP21_YEAST,28.09771389,JD_06232014_sample2_B.raw,Condition2,2,287246463.5
sp|P32342|SRP21_YEAST,28.07780332,JD_06232014_sample2_C.raw,Condition2,2,283309417.8
sp|P32342|SRP21_YEAST,27.98945127,JD_06232014_sample3_A.raw,Condition3,3,266479861.8
sp|P32342|SRP21_YEAST,28.20060576,JD_06232014_sample3_B.raw,Condition3,3,308480864.7
sp|P32342|SRP21_YEAST,28.10169548,JD_06232014_sample3_C.raw,Condition3,3,288040309.2
sp|P32342|SRP21_YEAST,27.99909929,JD_06232014_sample4_B.raw,Condition4,4,268267917.4
sp|P32342|SRP21_YEAST,28.03324492,JD_06232014_sample4_C.raw,Condition4,4,274693002.7
sp|P32342|SRP21_YEAST,27.82002795,JD_06232014_sample4-A.raw,Condition4,4,236953371.9
sp|P32347|DCUP_YEAST,24.69373464,JD_06232014_sample1_B.raw,Condition1,1,27136562.42
sp|P32347|DCUP_YEAST,24.6021859,JD_06232014_sample1_C.raw,Condition1,1,25468062.96
sp|P32347|DCUP_YEAST,24.82561043,JD_06232014_sample1-A.raw,Condition1,1,29734004.31
sp|P32347|DCUP_YEAST,24.8916631,JD_06232014_sample2_A.raw,Condition2,2,31126997.81
sp|P32347|DCUP_YEAST,24.48234814,JD_06232014_sample2_B.raw,Condition2,2,23438032.62
sp|P32347|DCUP_YEAST,24.6123376,JD_06232014_sample2_C.raw,Condition2,2,25647904.09
sp|P32347|DCUP_YEAST,24.61279505,JD_06232014_sample3_A.raw,Condition3,3,25656037.82
sp|P32347|DCUP_YEAST,24.6049561,JD_06232014_sample3_B.raw,Condition3,3,25517012.6
sp|P32347|DCUP_YEAST,24.56114028,JD_06232014_sample3_C.raw,Condition3,3,24753690.24
sp|P32347|DCUP_YEAST,24.7673945,JD_06232014_sample4_B.raw,Condition4,4,28558057.19
sp|P32347|DCUP_YEAST,24.23480324,JD_06232014_sample4_C.raw,Condition4,4,19742525.8
sp|P32347|DCUP_YEAST,24.63588743,JD_06232014_sample4-A.raw,Condition4,4,26070003.31
sp|P32349|RPC3_YEAST,23.79561106,JD_06232014_sample1_B.raw,Condition1,1,14561050.04
sp|P32349|RPC3_YEAST,23.62017348,JD_06232014_sample1_C.raw,Condition1,1,12893793.79
sp|P32349|RPC3_YEAST,23.67769827,JD_06232014_sample1-A.raw,Condition1,1,13418297.22
sp|P32349|RPC3_YEAST,23.89421506,JD_06232014_sample2_A.raw,Condition2,2,15591053.29
sp|P32349|RPC3_YEAST,23.81597348,JD_06232014_sample2_B.raw,Condition2,2,14768024.13
sp|P32349|RPC3_YEAST,23.7234528,JD_06232014_sample2_C.raw,Condition2,2,13850673.55
sp|P32349|RPC3_YEAST,23.94462372,JD_06232014_sample3_A.raw,Condition3,3,16145443.33
sp|P32349|RPC3_YEAST,23.78819928,JD_06232014_sample3_B.raw,Condition3,3,14486435.13
sp|P32349|RPC3_YEAST,23.60246818,JD_06232014_sample3_C.raw,Condition3,3,12736523.28
sp|P32349|RPC3_YEAST,23.77625858,JD_06232014_sample4_B.raw,Condition4,4,14367030.62
sp|P32349|RPC3_YEAST,23.69507837,JD_06232014_sample4_C.raw,Condition4,4,13580924.63
sp|P32349|RPC3_YEAST,23.92037372,JD_06232014_sample4-A.raw,Condition4,4,15876325.61
sp|P32351|IMPX_YEAST,25.29470868,JD_06232014_sample1_B.raw,Condition1,1,41159116.54
sp|P32351|IMPX_YEAST,25.2684109,JD_06232014_sample1_C.raw,Condition1,1,40415655.19
sp|P32351|IMPX_YEAST,25.3158965,JD_06232014_sample1-A.raw,Condition1,1,41768051.3
sp|P32351|IMPX_YEAST,25.47325842,JD_06232014_sample2_A.raw,Condition2,2,46581650.41
sp|P32351|IMPX_YEAST,25.3411846,JD_06232014_sample2_B.raw,Condition2,2,42506631.52
sp|P32351|IMPX_YEAST,25.22987089,JD_06232014_sample2_C.raw,Condition2,2,39350288.85
sp|P32351|IMPX_YEAST,25.39731538,JD_06232014_sample3_A.raw,Condition3,3,44193025.9
sp|P32351|IMPX_YEAST,25.44628428,JD_06232014_sample3_B.raw,Condition3,3,45718802.5
sp|P32351|IMPX_YEAST,25.19969958,JD_06232014_sample3_C.raw,Condition3,3,38535895.47
sp|P32351|IMPX_YEAST,25.31379891,JD_06232014_sample4_B.raw,Condition4,4,41707367.25
sp|P32351|IMPX_YEAST,25.14545283,JD_06232014_sample4_C.raw,Condition4,4,37113811.39
sp|P32351|IMPX_YEAST,25.42804225,JD_06232014_sample4-A.raw,Condition4,4,45144354.57
sp|P32352|ERG2_YEAST,26.47120259,JD_06232014_sample1_B.raw,Condition1,1,93030638.33
sp|P32352|ERG2_YEAST,26.38665706,JD_06232014_sample1_C.raw,Condition1,1,87735480.79
sp|P32352|ERG2_YEAST,26.29738383,JD_06232014_sample1-A.raw,Condition1,1,82471015.13
sp|P32352|ERG2_YEAST,26.42888406,JD_06232014_sample2_A.raw,Condition2,2,90341407.81
sp|P32352|ERG2_YEAST,26.27999547,JD_06232014_sample2_B.raw,Condition2,2,81482983.51
sp|P32352|ERG2_YEAST,26.19322948,JD_06232014_sample2_C.raw,Condition2,2,76726918.56
sp|P32352|ERG2_YEAST,26.37218438,JD_06232014_sample3_A.raw,Condition3,3,86859744.9
sp|P32352|ERG2_YEAST,26.05911552,JD_06232014_sample3_B.raw,Condition3,3,69915816.2
sp|P32352|ERG2_YEAST,26.08105173,JD_06232014_sample3_C.raw,Condition3,3,70987010.86
sp|P32352|ERG2_YEAST,26.26128095,JD_06232014_sample4_B.raw,Condition4,4,80432819.08
sp|P32352|ERG2_YEAST,26.17039241,JD_06232014_sample4_C.raw,Condition4,4,75521935.85
sp|P32352|ERG2_YEAST,26.15330457,JD_06232014_sample4-A.raw,Condition4,4,74632701.35
sp|P32353|ERG3_YEAST,25.86372738,JD_06232014_sample1_B.raw,Condition1,1,61060132.31
sp|P32353|ERG3_YEAST,25.92425571,JD_06232014_sample1_C.raw,Condition1,1,63676411.99
sp|P32353|ERG3_YEAST,25.98249432,JD_06232014_sample1-A.raw,Condition1,1,66299484.63
sp|P32353|ERG3_YEAST,25.83028544,JD_06232014_sample2_A.raw,Condition2,2,59661025.49
sp|P32353|ERG3_YEAST,25.89943362,JD_06232014_sample2_B.raw,Condition2,2,62590207.35
sp|P32353|ERG3_YEAST,25.83216265,JD_06232014_sample2_C.raw,Condition2,2,59738705.92
sp|P32353|ERG3_YEAST,25.61612317,JD_06232014_sample3_A.raw,Condition3,3,51430582.93
sp|P32353|ERG3_YEAST,25.67800402,JD_06232014_sample3_B.raw,Condition3,3,53684565.05
sp|P32353|ERG3_YEAST,25.75539244,JD_06232014_sample3_C.raw,Condition3,3,56642925.34
sp|P32353|ERG3_YEAST,25.73973754,JD_06232014_sample4_B.raw,Condition4,4,56031607.22
sp|P32353|ERG3_YEAST,25.71527381,JD_06232014_sample4_C.raw,Condition4,4,55089491.48
sp|P32353|ERG3_YEAST,25.34033949,JD_06232014_sample4-A.raw,Condition4,4,42481739.04
sp|P32356|TREA_YEAST,25.54006726,JD_06232014_sample1_B.raw,Condition1,1,48789496.53
sp|P32356|TREA_YEAST,25.43426689,JD_06232014_sample1_C.raw,Condition1,1,45339554.83
sp|P32356|TREA_YEAST,25.60754771,JD_06232014_sample1-A.raw,Condition1,1,51125783.44
sp|P32356|TREA_YEAST,25.70024057,JD_06232014_sample2_A.raw,Condition2,2,54518425.81
sp|P32356|TREA_YEAST,25.52735393,JD_06232014_sample2_B.raw,Condition2,2,48361442.12
sp|P32356|TREA_YEAST,25.55923456,JD_06232014_sample2_C.raw,Condition2,2,49442027.15
sp|P32356|TREA_YEAST,25.57120581,JD_06232014_sample3_A.raw,Condition3,3,49853995.95
sp|P32356|TREA_YEAST,25.52343251,JD_06232014_sample3_B.raw,Condition3,3,48230168.35
sp|P32356|TREA_YEAST,25.43481708,JD_06232014_sample3_C.raw,Condition3,3,45356848.94
sp|P32356|TREA_YEAST,25.52176263,JD_06232014_sample4_B.raw,Condition4,4,48174375.54
sp|P32356|TREA_YEAST,25.5306349,JD_06232014_sample4_C.raw,Condition4,4,48471550.63
sp|P32356|TREA_YEAST,25.60830146,JD_06232014_sample4-A.raw,Condition4,4,51152501.58
sp|P32361|IRE1_YEAST,22.36608409,JD_06232014_sample1_B.raw,Condition1,1,5405827.667
sp|P32361|IRE1_YEAST,23.76335569,JD_06232014_sample1_C.raw,Condition1,1,14239110.5
sp|P32361|IRE1_YEAST,22.4274692,JD_06232014_sample1-A.raw,Condition1,1,5640803.304
sp|P32361|IRE1_YEAST,23.88207837,JD_06232014_sample2_A.raw,Condition2,2,15460443.51
sp|P32361|IRE1_YEAST,23.12356475,JD_06232014_sample2_B.raw,Condition2,2,9138745.781
sp|P32361|IRE1_YEAST,23.45711892,JD_06232014_sample2_C.raw,Condition2,2,11515860.8
sp|P32361|IRE1_YEAST,23.79179795,JD_06232014_sample3_A.raw,Condition3,3,14522615.32
sp|P32361|IRE1_YEAST,23.2141092,JD_06232014_sample3_B.raw,Condition3,3,9730680.025
sp|P32361|IRE1_YEAST,23.27949989,JD_06232014_sample3_C.raw,Condition3,3,10181874.76
sp|P32361|IRE1_YEAST,23.04402718,JD_06232014_sample4_B.raw,Condition4,4,8648552.022
sp|P32361|IRE1_YEAST,23.29463737,JD_06232014_sample4_C.raw,Condition4,4,10289270.54
sp|P32361|IRE1_YEAST,23.19673598,JD_06232014_sample4-A.raw,Condition4,4,9614203.966
sp|P32364|SMY1_YEAST,23.63044087,JD_06232014_sample1_B.raw,Condition1,1,12985883.81
sp|P32364|SMY1_YEAST,23.6275458,JD_06232014_sample1_C.raw,Condition1,1,12959851.04
sp|P32364|SMY1_YEAST,23.50411229,JD_06232014_sample1-A.raw,Condition1,1,11897146.81
sp|P32364|SMY1_YEAST,23.50810125,JD_06232014_sample2_A.raw,Condition2,2,11930087.18
sp|P32364|SMY1_YEAST,23.64068275,JD_06232014_sample2_B.raw,Condition2,2,13078400.29
sp|P32364|SMY1_YEAST,23.58056827,JD_06232014_sample2_C.raw,Condition2,2,12544644.66
sp|P32364|SMY1_YEAST,23.48068579,JD_06232014_sample3_A.raw,Condition3,3,11705520.81
sp|P32364|SMY1_YEAST,23.35725232,JD_06232014_sample3_B.raw,Condition3,3,10745671.62
sp|P32364|SMY1_YEAST,23.41126281,JD_06232014_sample3_C.raw,Condition3,3,11155584.81
sp|P32364|SMY1_YEAST,23.63918902,JD_06232014_sample4_B.raw,Condition4,4,13064866.25
sp|P32364|SMY1_YEAST,23.44625624,JD_06232014_sample4_C.raw,Condition4,4,11429478.48
sp|P32364|SMY1_YEAST,23.47946131,JD_06232014_sample4-A.raw,Condition4,4,11695590.03
sp|P32366|VA0D_YEAST,26.80550603,JD_06232014_sample1_B.raw,Condition1,1,117290102
sp|P32366|VA0D_YEAST,26.559659,JD_06232014_sample1_C.raw,Condition1,1,98913150.21
sp|P32366|VA0D_YEAST,26.83008421,JD_06232014_sample1-A.raw,Condition1,1,119305408.9
sp|P32366|VA0D_YEAST,26.98209919,JD_06232014_sample2_A.raw,Condition2,2,132562657.6
sp|P32366|VA0D_YEAST,26.83162661,JD_06232014_sample2_B.raw,Condition2,2,119433027.7
sp|P32366|VA0D_YEAST,26.67913009,JD_06232014_sample2_C.raw,Condition2,2,107452967.9
sp|P32366|VA0D_YEAST,26.78354212,JD_06232014_sample3_A.raw,Condition3,3,115517975.3
sp|P32366|VA0D_YEAST,26.81577965,JD_06232014_sample3_B.raw,Condition3,3,118128321.1
sp|P32366|VA0D_YEAST,26.73088281,JD_06232014_sample3_C.raw,Condition3,3,111377518.2
sp|P32366|VA0D_YEAST,26.78472911,JD_06232014_sample4_B.raw,Condition4,4,115613057.8
sp|P32366|VA0D_YEAST,26.62143709,JD_06232014_sample4_C.raw,Condition4,4,103240736
sp|P32366|VA0D_YEAST,27.06612172,JD_06232014_sample4-A.raw,Condition4,4,140512352.2
sp|P32367|TFC1_YEAST,23.03125967,JD_06232014_sample1_B.raw,Condition1,1,8572352.054
sp|P32367|TFC1_YEAST,23.27008341,JD_06232014_sample1_C.raw,Condition1,1,10115634.01
sp|P32367|TFC1_YEAST,23.19810642,JD_06232014_sample1-A.raw,Condition1,1,9623340.997
sp|P32367|TFC1_YEAST,22.60624681,JD_06232014_sample2_A.raw,Condition2,2,6384962.916
sp|P32367|TFC1_YEAST,22.58708434,JD_06232014_sample2_B.raw,Condition2,2,6300715.947
